V13,V14,p.value,probability,n,p_adju,p_scaled
IPR007737,Mga helix-turn-helix domain,1.0946729363174893e-19,0.0013168560143072192,96,5.0427587398132675e-19,182.97331809249988
IPR015112,Staphostatin A,1.2066749486442644e-19,0.00005607520725310826,10,5.549943454647753e-19,182.55711441644814
IPR045618,Domain of unknown function DUF6444,1.397760541211712e-19,0.000019245697326831613,7,6.418692501060397e-19,181.9255342947096
IPR049468,Restriction endonuclease type II-like domain,1.4092328564230576e-19,0.000010829055320389932,6,6.46119970020383e-19,181.89686835750382
IPR012336,Thioredoxin-like fold,1.4773562648570387e-19,0.0003757467759436289,28,6.762905601763148e-19,181.69866674517507
IPR010181,CGCAxxGCC motif,1.7602077171015308e-19,0.00005714739094819637,10,8.045087308884112e-19,180.94469238381504
IPR010823,Portal protein Gp20,1.9258721239398646e-19,2.68045923772028e-7,3,8.78848687544389e-19,180.56085891503287
IPR007325,Kynurenine formamidase/cyclase-like,1.963487314677121e-19,0.00015954093382911108,16,8.946139077497633e-19,180.48364354529082
IPR025855,Plasmid replication-relaxation,2.1202427735894407e-19,0.00005768348279574043,10,9.645285378762572e-19,180.1568491819238
IPR002145,"Ribbon-helix-helix protein, CopG",2.3921716887560313e-19,0.00001999622591339329,7,1.0865377950798422e-18,179.63955162202055
IPR002053,"Glycoside hydrolase, family 25",2.4473459433916128e-19,0.0004490305315029013,32,1.1098694822597112e-18,179.54728090102677
IPR003615,HNH nuclease,2.472306377892221e-19,0.0001425468222619645,15,1.1194480431574094e-18,179.50996058488408
IPR008462,CsbD-like domain,2.5934882676408755e-19,0.0003081992031530778,24,1.172497951696247e-18,179.30887907306095
IPR035396,"Alpha-L-rhamnosidase, six-hairpin glycosidase domain",3.0212873467584535e-19,0.00009076034978920868,12,1.363788529899017e-18,178.65252966496246
IPR013574,"Glucan-binding protein C/Surface antigen I/II, V-domain",3.2404389275626243e-19,0.00003152220063559049,8,1.4604513002739741e-18,178.35512920289136
IPR019887,"Transcription regulator AsnC/Lrp, ligand binding domain",4.214794689814232e-19,0.00025635912149556757,21,1.8966576104164045e-18,177.2201106200943
IPR011546,"Peptidase M41, FtsH extracellular",5.627725860981028e-19,0.0002767842208869961,22,2.5285745162743726e-18,175.97124243324726
IPR025427,Protein of unknown function DUF4160,6.598897952673096e-19,5.7361827687214e-6,5,2.960367143076115e-18,175.2865442464232
IPR013078,"Histidine phosphatase superfamily, clade-1",7.422275965827969e-19,0.0015921927872058464,120,3.3246323681035875e-18,174.7825637121235
IPR008822,Holliday junction resolvase RusA-like,7.635033428246173e-19,0.00012984144547517038,14,3.414686729565313e-18,174.66649133230405
IPR024453,"Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family",1.1067408529731937e-18,0.00002230142085783273,7,4.9421995823427766e-18,173.0607972033419
IPR003156,DHHA1 domain,1.2375108449236066e-18,0.0010790456707366759,74,5.5177089048887414e-18,172.58241215117297
IPR031965,Starch-binding module 26,1.4458943322293913e-18,0.000013134250264829373,6,6.4369891187494735e-18,171.91317225012875
IPR030903,Cyclodipeptide synthase,1.4907748080426128e-18,6.21866543151105e-6,5,6.626675823555272e-18,171.7870427454014
IPR003352,"Phosphotransferase system, EIIC",1.7616871721735058e-18,0.004168060505470281,179,7.818995120331725e-18,171.06849057903983
IPR018573,"Restriction endonuclease, type II, AlwI",1.9355959007910857e-18,0.000013455905373355806,6,8.57780797371855e-18,170.6662368028019
IPR009898,Protein of unknown function DUF1440,2.2530250097831768e-18,0.000116707195210341,13,9.969379254215089e-18,170.01331882296347
IPR025436,Domain of unknown function DUF4179,3.016597463927808e-18,0.00011804742482920113,13,1.3327876067899225e-17,168.7523905429846
IPR003313,AraC-type arabinose-binding/dimerisation domain,3.2449244892082564e-18,0.0005382898241189867,36,1.4314977020470914e-17,168.44209344805546
IPR000600,ROK family,3.422790035070928e-18,0.001076794084976991,73,1.5076821362940823e-17,168.21690210856548
IPR007682,"Lantibiotic, type A, Lactobacillales-type",3.431933636791314e-18,6.754757279055106e-6,5,1.5094296357290305e-17,168.2118712744172
IPR029471,HNH endonuclease 5,3.4380832593225782e-18,0.000024177742324236927,7,1.5098570458109394e-17,168.21064170027668
IPR001547,"Glycoside hydrolase, family 5",3.7327487501520135e-18,0.000036722291556767836,8,1.6367962940516198e-17,167.86005366937604
IPR044927,Type VII secretion system protein EssD-like,4.199325549723601e-18,0.0002526600877475136,20,1.8386236190681713e-17,167.35507165210777
IPR003680,Flavodoxin-like fold,4.4422994919702774e-18,0.0005577499581848359,37,1.9420907524115934e-17,167.11730479705724
IPR015967,"Recombination protein RecR, conserved site",4.6598367533300174e-18,0.00025335700714932086,20,2.034144307291966e-17,166.91618240382056
IPR002059,"Cold-shock protein, DNA-binding",4.836995635672818e-18,0.0008651450235665976,57,2.108322761378466e-17,166.76062902588725
IPR041569,"AAA ATPase, AAA+ lid domain",7.588355945416263e-18,0.0002948505161492308,22,3.302633721915496e-17,164.81139589000554
IPR045613,Protein of unknown function DUF6448,9.434599739730024e-18,4.824826627896504e-7,3,4.100043642481781e-17,163.8721152045389
IPR003540,ADP ribosyltransferase,1.0102275993598596e-17,0.000039081095685961684,8,4.3836661900793907e-17,163.58162524169234
IPR000640,"Elongation factor EFG, domain V-like",1.029596393427015e-17,0.0009287791258700771,61,4.4610744178799046e-17,163.50560531969091
IPR025857,MacB-like periplasmic core domain,1.2494215459137082e-17,0.0006165056246756644,40,5.40550924018453e-17,162.67163385931894
IPR008794,Proline racemase family,1.256643126253201e-17,0.0000708177330605698,10,5.428698305413828e-17,162.65304293163751
IPR002078,RNA polymerase sigma factor 54 interaction domain,1.439941399132537e-17,0.0006975091028395713,45,6.211344851879406e-17,162.06814358194362
IPR015122,Excisionase from transposon Tn916,1.4919916903990706e-17,0.00004004606101154098,8,6.426363026888759e-17,161.92034744685319
IPR000064,"Endopeptidase, NLPC/P60 domain",1.826022062145482e-17,0.0007612504235125595,49,7.853510815953135e-17,161.04936153810272
IPR027806,Harbinger transposase-derived nuclease domain,1.8488327788275205e-17,5.36091847544056e-7,3,7.928229975089779e-17,161.00823760709477
IPR024220,Protein of unknown function DUF3780,1.8488327788275205e-17,5.36091847544056e-7,3,7.928229975089779e-17,161.00823760709477
IPR046358,"Flagellin, C-terminal domain",2.4391581370683022e-17,0.0001281259515630294,13,1.0444324710266035e-16,159.81119634581322
IPR014818,"Bacteriophage/plasmid primase, P4, C-terminal",2.879811572339915e-17,0.00009156448756052477,11,1.2313094640679167e-16,159.0963278244928
IPR006102,"Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich",3.2699298622676885e-17,0.00020789641847758492,17,1.3960637596445945e-16,158.55094746591453
IPR031705,"Glycosyl hydrolase family 36, C-terminal",3.351622292728258e-17,0.00014908714280200197,14,1.428849503742047e-16,158.45013511682313
IPR007555,Protein of unknown function DUF499,3.383592640563387e-17,5.897010322984617e-7,3,1.4403731591069834e-16,158.41524980164078
IPR025982,Superinfection exclusion protein B,3.4435631853424626e-17,3.0557235310011195e-6,4,1.463765342340907e-16,158.3452853987239
IPR003751,Translational regulator CsrA,3.5771148741148706e-17,0.000028573695474098185,7,1.5183212478775782e-16,158.18636330271875
IPR004191,"Integrase, Tn916-type, N-terminal DNA binding",4.7363267040438144e-17,0.0000430481753577877,8,2.0074314925860122e-16,156.97359266920782
IPR043760,Pycsar effector protein,4.8777599009106746e-17,8.79190629972252e-6,5,2.0643755981212667e-16,156.85211283134305
IPR009537,Domain of unknown function DUF1156,5.85709329448897e-17,6.433102170528672e-7,3,2.4752585574970772e-16,156.06379429365037
IPR000668,"Peptidase C1A, papain C-terminal",7.487199561293396e-17,0.000018227122816497905,6,3.1595765442447966e-16,155.00371118907222
IPR049458,Transmembrane protein EpsG-like,7.580850573111094e-17,0.000044334795791893434,8,3.1944740276288944e-16,154.9560063850799
IPR032834,"Sensor histidine kinase NatK, C-terminal domain",7.594389434651423e-17,0.00044366961302746077,29,3.195561268606573e-16,154.95452851292498
IPR041399,"Large catalase, C-terminal domain",8.032123742744139e-17,0.00004449562334615665,8,3.3748808117927826e-16,154.71741560223987
IPR025094,Protein of unknown function DUF4021,8.61876041482134e-17,0.000018441559555515528,6,3.6161590459883494e-16,154.41752476626954
IPR035255,Domain of unknown function DUF5348,8.719900691559372e-17,0.00003045001694050238,7,3.653337703532634e-16,154.3731018105882
IPR038729,Rad50/SbcC-type AAA domain,8.837856820145292e-17,0.00037070751257671476,25,3.6974448332200386e-16,154.3209829706247
IPR009732,Protein of unknown function DUF1304,9.49234141471437e-17,0.00019481577739750996,16,3.965568419098439e-16,154.01694552713428
IPR014044,CAP domain,9.682533037913418e-17,0.0003714580411632764,25,4.039236958305512e-16,153.93700668576506
IPR003856,Polysaccharide chain length determinant N-terminal domain,1.2110026377600373e-16,0.00029602991821382773,21,5.044690988154669e-16,152.97165431260458
IPR021810,"Type I restriction enzyme HindI endonuclease subunit-like, C-terminal",1.8265163845153408e-16,0.00006331244719495302,9,7.597891265687209e-16,151.1930692597608
IPR024455,Phage capsid,1.8824673839675782e-16,0.0003385420017240714,23,7.819479902634556e-16,151.06822132225003
IPR010617,Endosomal/lysosomal proton channel TMEM175-like,1.9102976899590975e-16,0.00023968666503694746,18,7.923795254510282e-16,151.0106675486307
IPR004647,"Fe-S hydro-lyase, tartrate dehydratase beta-type, catalytic domain",2.1561363864542128e-16,0.00006390214822725148,9,8.930814918892734e-16,150.4910891080565
IPR005335,Terminase small subunit,2.217087416661759e-16,0.0001598089797528831,14,9.170250931894594e-16,150.37618780268244
IPR022104,Domain of unknown function DUF3644,2.258086511806256e-16,0.00001023935428809147,5,9.326600946780513e-16,150.30276604808793
IPR003691,Fluoride-specific ion channel FluC,2.323079445492031e-16,0.0003787488902898756,25,9.581470527658788e-16,150.18567831940555
IPR002500,Phosphoadenosine phosphosulphate reductase,2.5235316391571174e-16,0.0001206206656974126,12,1.0393528615511517e-15,149.83236983907668
IPR023753,FAD/NAD(P)-binding domain,3.7436141418168764e-16,0.003361081447362214,339,1.5396867189757422e-15,148.12567636345943
IPR003675,Type II CAAX prenyl endopeptidase Rce1-like,4.160999292861653e-16,0.0014706607653676089,102,1.7089399912654338e-15,147.67273187086082
IPR041578,"PIN like domain, group 8",7.201164990517354e-16,4.449562334615665e-6,4,2.9492411674646917e-15,145.30289712556146
IPR041526,"DAPG hydrolase, PhiG domain",7.201164990517354e-16,4.449562334615665e-6,4,2.9492411674646917e-15,145.30289712556146
IPR006482,"CRISPR-associated protein Cas7, subtype I-B/I-C",8.232384962925838e-16,0.000022247811673078324,6,3.366849165763218e-15,144.72776339490744
IPR004695,Transporter protein SLAC1/Mae1/ Ssu1/TehA,1.0220961697091993e-15,0.00012801873319352058,12,4.174275113266142e-15,143.79418931352018
IPR006103,"Glycoside hydrolase family 2, catalytic domain",1.0259465569083648e-15,0.00021057687771530522,16,4.1841400838388695e-15,143.7839378383968
IPR010620,Beta-propeller repeat,1.264896747863997e-15,4.771217443142098e-6,4,5.151451001077396e-15,142.88070426686093
IPR018711,Phosphodiester glycosidase,1.2996974421461307e-15,0.00007065690550630658,9,5.285798802368364e-15,142.7688937179155
IPR024414,Uncharacterised protein family PrgI,1.3369890135570403e-15,0.000053073092906861544,8,5.4298885285965595e-15,142.65209086048782
IPR007492,LytTR DNA-binding domain,1.3548556553853778e-15,0.0008954878221375912,55,5.494797066903702e-15,142.60048342248925
IPR024983,CHAT domain,1.4050976582837713e-15,1.072183695088112e-6,3,5.6906455160492744e-15,142.44838466793465
IPR033782,Domain of unknown function DUF5301,1.5132833731472953e-15,4.87843581265091e-6,4,6.120297248401544e-15,142.13227484683588
IPR009636,Capsid assembly scaffolding protein,1.5199339388932592e-15,0.00005350196638489679,8,6.138680562067513e-15,142.11924965372083
IPR003395,"RecF/RecN/SMC, N-terminal",1.5492391423132708e-15,0.0008224721125020907,50,6.248383594724063e-15,142.04232316525412
IPR001670,"Alcohol dehydrogenase, iron-type/glycerol dehydrogenase GldA",1.8204363669354212e-15,0.0008089625979439806,49,7.33203376517084e-15,141.3477554371069
IPR003742,RNA methyltransferase RlmH,1.8372170953958745e-15,0.0002562519031260588,18,7.389413862309476e-15,141.31390009028752
IPR039555,F plasmid transfer operon protein,1.9658004634070946e-15,5.039263366914127e-6,4,7.895694423271471e-15,141.0260966794417
IPR010327,FldB/FldC dehydratase alpha/beta subunit,2.0601139854549155e-15,0.000038169739545136786,7,8.26312569681779e-15,140.828556408029
IPR025959,Winged helix-turn helix domain,2.2372422276328844e-15,0.000024177742324236927,6,8.961261450243806e-15,140.47630851686168
IPR041427,AbiJ-NTD3,2.3295478787213217e-15,5.1464817364229375e-6,4,9.318191514885287e-15,140.30668367830367
IPR000888,"dTDP-4-dehydrorhamnose 3,5-epimerase-like",2.9020455659999272e-15,0.00015471610720121457,13,1.1592280644459983e-14,139.35831113314575
IPR012963,Protein of unknown function DUF1700,2.965834989138221e-15,0.00028064408218931333,19,1.1830882118094463e-14,139.2698287289207
IPR025382,"CD-NTase associated protein 4-like, DNA endonuclease domain",3.237425389738383e-15,5.3609184754405605e-6,4,1.289662901158077e-14,138.89523793033044
IPR025233,Protein of unknown function DUF4176,3.2552400825117757e-15,0.00013450544454880365,12,1.2949904612011375e-14,138.87733430550273
IPR021359,Protein of unknown function DUF2812,3.564442557555522e-15,0.00009419133761349064,10,1.4160646454811858e-14,138.489169199973
IPR001360,Glycoside hydrolase family 1,3.6111517156088255e-15,0.0012673747367789028,82,1.4326691704374606e-14,138.43854084578973
IPR003305,"Carbohydrate-binding, CenC-like",3.88110603801401e-15,0.000039938842642032176,7,1.5376773378870727e-14,138.13134786170758
IPR041542,"Beta-xylosidase, C-terminal Concanavalin A-like domain",4.06755047987061e-15,0.00007532090457993987,9,1.6093591857941244e-14,137.93347016808713
IPR011704,"ATPase, dynein-related, AAA domain",4.2042471103017205e-15,0.00026263139611183305,18,1.6611903216314113e-14,137.79580607826014
IPR018589,"Pheromone response, PrgU-like domain",4.276641837348671e-15,0.000013723951297127835,5,1.68750847059658e-14,137.72754038512272
IPR038717,"Tc1-like transposase, DDE domain",4.505938626331747e-15,0.00004036771612006742,7,1.7755833830247805e-14,137.5065892801613
IPR004307,TspO/MBR-related protein,4.584927532057809e-15,0.00013648898438471666,12,1.8042710773927897e-14,137.43698212596954
IPR001650,"Helicase, C-terminal domain-like",5.6682118369494255e-15,0.003015248596511543,78,2.2275614173240596e-14,136.5217031295339
IPR006127,"Periplasmic solute binding protein, ZnuA-like",6.389921164093769e-15,0.0006106086143526798,36,2.507807552422265e-14,136.0070579404861
IPR038727,"NadR/Ttd14, AAA domain",7.917649426019963e-15,0.00004202960084745399,7,3.103207758907824e-14,135.08189147546102
IPR002933,Peptidase M20,9.1808514796868e-15,0.002339558431867015,34,3.5934715321834507e-14,134.44485791314986
IPR025280,Domain of unknown function DUF4041,9.343476690658347e-15,0.000027233465855238047,6,3.652222256026775e-14,134.3744280133792
IPR029903,RmlD-like substrate binding domain,1.0910319529059782e-14,0.00016307914002290183,13,4.258968105319722e-14,133.7069561227082
IPR015277,"Restriction endonuclease, type II, AvaI/BsoBI",1.1495778760127978e-14,1.0721836950881121e-7,2,4.481509473868072e-14,133.48575681145607
IPR008441,AfumC-like glycosyltransferase,1.5464228821814084e-14,0.00001560027276353203,5,6.020519525288367e-14,132.20366030796873
IPR019065,"Restriction endonuclease, type II, NgoFVII, N-terminal domain",1.6061650353149153e-14,6.540320540037483e-6,4,6.244769657304391e-14,132.04483576250067
IPR041045,Large polyvalent protein associated domain 25,1.7139249205464032e-14,0.000015761100317795246,5,6.646017378076213e-14,131.7743852745804
IPR027926,"Uncharacterised protein YqbF, N-terminal domain",1.7139249205464032e-14,0.000015761100317795246,5,6.646017378076213e-14,131.7743852745804
IPR025536,Domain of unknown function DUF4422,1.755527493345556e-14,0.00004449562334615665,7,6.798297703314265e-14,131.6759982120696
IPR001029,"Flagellin, N-terminal domain",1.7954611746432222e-14,0.0001663493002929206,13,6.94371987434965e-14,131.584078079177
IPR001853,DSBA-like thioredoxin domain,1.808593655077159e-14,0.0001022863245114059,10,6.985243838682114e-14,131.55818429070806
IPR004623,Potassium-transporting ATPase A chain,1.8192146872988848e-14,0.0001233547341198873,11,7.016970936724271e-14,131.53850322252202
IPR002901,Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain,1.9791457044955703e-14,0.0009982030201270322,60,7.623763374252421e-14,131.17830591757354
IPR029127,MvaI/BcnI restriction endonuclease,2.0630855132311768e-14,1.6618847273865737e-6,3,7.926162525141122e-14,131.00937026747187
IPR032793,Type II restriction endonuclease EcoO109IR,2.0630855132311768e-14,1.6618847273865737e-6,3,7.926162525141122e-14,131.00937026747187
IPR005019,Methyladenine glycosylase,2.3284710369861794e-14,0.0002764089565937153,18,8.933975715594341e-14,130.48955232365378
IPR002817,Phosphomethylpyrimidine synthase ThiC/5-hydroxybenzimidazole synthase BzaA/B,2.3690324628295913e-14,0.00006358049311872505,8,9.065746275080169e-14,130.42596439796915
IPR004968,"DNA primase/nucleoside triphosphatase, C-terminal",2.3690324628295913e-14,0.00006358049311872505,8,9.065746275080169e-14,130.42596439796915
IPR001248,Purine-cytosine permease,2.4358028599065772e-14,0.000168386449313588,13,9.309044743758295e-14,130.3109488226244
IPR005183,"Domain of unknown function DUF305, CopM-like",2.883062072710142e-14,0.000029913925092958325,6,1.1003938486940802e-13,129.58451846022888
IPR035232,Protein of unknown function DUF5347,3.0207619547778807e-14,1.769103096895385e-6,3,1.1499401906177938e-13,129.39324747089984
IPR041115,SMODS and SLOG-associating 2TM effector domain 5,3.0207619547778807e-14,1.769103096895385e-6,3,1.1499401906177938e-13,129.39324747089984
IPR028076,Staphopain proregion,4.1354297050770455e-14,0.00010668227766126715,10,1.572218125163581e-13,128.03487201309795
IPR015397,"Glycosyl transferase 1, domain A",4.3987915197084377e-14,0.00003098610878804644,6,1.6701661551392972e-13,127.77240321265222
IPR012310,"DNA ligase, ATP-dependent, central",4.490955068547307e-14,0.00003103971797280085,6,1.7029421300239205e-13,127.6880011013388
IPR008846,Phenol-soluble modulin beta protein,4.603618084583036e-14,0.00021684915233157067,15,1.7433961473563809e-13,127.58603918074866
IPR021707,Protein of unknown function DUF3290,5.122210853368859e-14,0.00006674343501923497,8,1.9372719647760822e-13,127.12809406379249
IPR004288,"Competence protein, ComC",5.796271736886761e-14,0.00001779824933846266,5,2.1893689617567092e-13,126.5968104311356
IPR016090,Phospholipase A2 domain,7.59793185379866e-14,7.93415934365203e-6,4,2.8661797264782523e-13,125.42696580243464
IPR002589,Macro domain,8.045376208436272e-14,0.0001322002496043642,11,3.031048711085293e-13,125.1840708415842
IPR026325,Protein of unknown function DUF932,8.351905868904816e-14,2.0907582054218185e-6,3,3.1343832063998003e-13,125.0384790823405
IPR041304,AbiTii,8.351905868904816e-14,2.0907582054218185e-6,3,3.1343832063998003e-13,125.0384790823405
IPR049920,Probable CBASS effector molecule IK1_05631-like,8.351905868904816e-14,2.0907582054218185e-6,3,3.1343832063998003e-13,125.0384790823405
IPR008183,Aldose 1-/Glucose-6-phosphate 1-epimerase,9.003281611745723e-14,0.0005488508335156046,31,3.374494753194155e-13,124.71791242781325
IPR025201,"Sensor protein KdpD, transmembrane domain",9.220002135691218e-14,0.00011113183999588282,10,3.451287063886469e-13,124.6201891637443
IPR024380,Domain of unknown function DUF3848,9.74156390829228e-14,2.144367390176224e-6,3,3.6418461995615753e-13,124.38678399038662
IPR032774,WG containing repeat,1.0227872636054053e-13,0.00011172154102818128,10,3.8187550072642277e-13,124.1807820295326
IPR027954,"Transcobalamin-like, C-terminal domain",1.0334903474261915e-13,0.000133754915962242,11,3.8537824208373075e-13,124.14112808647138
IPR025389,Protein of unknown function DUF4300,1.0457572710182981e-13,8.255814452178462e-6,4,3.8945443196543515e-13,124.0954334955413
IPR041635,"Type ISP restriction-modification enzyme LLaBIII, C-terminal specificity domain",1.1450214917756805e-13,0.00003355934965625791,6,4.2587789158391376e-13,123.70714904684004
IPR015093,Card1 domain,1.160034126398619e-13,8.363032821687274e-6,4,4.30912039818901e-13,123.65611371416706
IPR015866,"Serine-tRNA synthetase, type1, N-terminal",1.2297737908633513e-13,0.00029061539055363276,18,4.562366888241135e-13,123.4080979334
IPR001615,Delta-endotoxin CytB,1.3103242114827698e-13,2.2515857596850352e-6,3,4.848864721679895e-13,123.14359932083171
IPR015278,Type-2 restriction enzyme BglII,1.3103242114827698e-13,2.2515857596850352e-6,3,4.848864721679895e-13,123.14359932083171
IPR002035,"von Willebrand factor, type A",1.3444554050903088e-13,0.0002028035459259164,14,4.968861801322358e-13,123.03743082094827
IPR046100,Protein of unknown function DUF6037,1.5820335929521755e-13,0.000019674570804866855,5,5.839506274744992e-13,122.33623870561945
IPR048641,"Dual-specificity RNA methyltransferase RlmN, N-terminal domain",1.624313696718201e-13,0.00020425099391428535,14,5.987988292832204e-13,122.2271905742106
IPR025621,YoqO-like protein,1.8308871226787092e-13,0.000034899579275118046,6,6.732492874818558e-13,121.71824097541943
IPR007561,Cell division protein SepF/SepF-related,1.8287175478158875e-13,0.00025003323769454773,16,6.732492874818558e-13,121.71824097541943
IPR021512,Protein of unknown function DUF3173,1.961903205872029e-13,0.00007264044534221959,8,7.205176005444378e-13,121.42355405931232
IPR046920,"ABC-three component systems, C-terminal domain 1",1.9920697605654712e-13,2.412413313948252e-6,3,7.306761536866558e-13,121.36275066038239
IPR029476,Deoxyribonuclease NucA/NucB,2.0812561582201357e-13,0.000035274843568398885,6,7.624300197700899e-13,121.17800012207312
IPR028900,Tox-SHH domain,2.3140728504962114e-13,9.113561408248952e-6,4,8.466545084124156e-13,120.72293774675288
IPR022608,Transcription regulator SplA,2.362874350078817e-13,0.00002047870857618294,5,8.634262662694024e-13,120.63774743816943
IPR005320,Peptidase S51,2.495410703250837e-13,0.00009494186620005232,9,9.107155958297171e-13,120.40617226150859
IPR013207,LGFP,2.758986113593239e-13,2.1443673901762242e-7,2,1.0056504384047356e-12,119.97552952733079
IPR005720,"Dihydroorotate dehydrogenase, catalytic",2.796740022709177e-13,0.0003412760701465461,20,1.0181390644469364e-12,119.92192899015794
IPR039519,"YokE-like, PH domain",2.8131020449190244e-13,0.00016291831246863862,12,1.0228186487511066e-12,119.90201362210166
IPR024967,"DNA-binding domain, IS481-type",2.946790630391572e-13,2.5732408682114688e-6,3,1.070092338508322e-12,119.70578745329396
IPR022616,"Glycosyl hydrolase, family 4, C-terminal",3.1557217855668663e-13,0.00023212776998657626,15,1.1445379013324604e-12,119.41369821104773
IPR046656,Protein of unknown function DUF6674,3.339261384049028e-13,2.6268500529658745e-6,3,1.2096007696753993e-12,119.17357945498894
IPR013029,"YchF, C-terminal domain",3.355896232658693e-13,0.00025517971943097065,16,1.2141182896318546e-12,119.15738998572353
IPR010699,Protein of unknown function DUF1275,3.374495730894201e-13,0.0001413674201973676,11,1.2193345168881649e-12,119.13877132028348
IPR016477,Fructosamine/Ketosamine-3-kinase,3.570890466992254e-13,0.00014174268449064842,11,1.288702549721462e-12,118.89847312221337
IPR011075,"Tetracyclin repressor-like, C-terminal domain",3.634536571499857e-13,0.00009697901522071974,9,1.3100505120511226e-12,118.82711958785343
IPR024937,Domain X,4.2935829190760733e-13,0.000037472820143329514,6,1.5456898508673863e-12,118.10877644680062
IPR008407,"Branched-chain amino acid transport, AzlD",4.3342010352576567e-13,0.0002797863352332428,17,1.5583884363515816e-12,118.07324283031767
IPR010315,"Protein of unknown function DUF915, hydrolase-like",4.370241394019854e-13,0.0004894518568077232,27,1.5694118109558983e-12,118.04263083335256
IPR003752,Disulphide bond formation protein DsbB/BdbC,5.310979245998653e-13,0.00005682573583966994,7,1.9048973531773766e-12,117.20128421641755
IPR043857,Protein of unknown function DUF5819,5.372755571083779e-13,2.841286791983497e-6,3,1.924687376570061e-12,117.15639802080898
IPR032317,"RND efflux pump, membrane fusion protein, barrel-sandwich domain",5.612429745532305e-13,0.00007762609952437932,8,2.0080791580333988e-12,116.9721917139778
IPR024449,"Anti-sigma factor RsgI, N-terminal",5.725252552515339e-13,0.00003838417628415441,6,2.045935838619452e-12,116.89107990062004
IPR007267,"GtrA/DPMS, transmembrane domain",6.023307740404334e-13,0.00032696241781711975,19,2.149812162915427e-12,116.67599484350929
IPR020323,Protein of unknown function DUF2716,6.411223542814208e-13,0.000010346572657600282,4,2.2854679524261894e-12,116.41024864150212
IPR043743,Family of unknown function DUF5688,6.96442392310398e-13,0.000010453791027109093,4,2.4796410451491095e-12,116.05611183445552
IPR004199,Beta galactosidase small chain/ domain 5,7.095686543574717e-13,0.0001233547341198873,10,2.52329536110535e-12,115.98031910722824
IPR024630,Stc1 domain,7.184857873334963e-13,2.68045923772028e-7,2,2.551893490699726e-12,115.93137455878257
IPR012318,Crp-type HTH domain,8.932266274245975e-13,0.000592917583383726,32,3.168672561520835e-12,114.9912263681849
IPR003718,OsmC/Ohr family,8.999503102718485e-13,0.0004774433994227363,26,3.18864532776757e-12,114.96393784538662
IPR001054,Adenylyl cyclase class-3/4/guanylyl cyclase,9.243503600723604e-13,0.000010829055320389932,4,3.2711233616152946e-12,114.85303077318441
IPR000023,Phosphofructokinase domain,1.0802019502710958e-12,0.0002880957588701757,17,3.818022893321837e-12,114.18161471852898
IPR025874,Double zinc ribbon,1.115024648784685e-12,0.00004058215285908504,6,3.936333990140607e-12,114.04908059650936
IPR009751,CryBP1,1.1386536598692277e-12,3.2165510852643363e-6,3,4.010041149974237e-12,113.96851170742649
IPR049344,Potential transfer protein TraK-like,1.1386536598692277e-12,3.2165510852643363e-6,3,4.010041149974237e-12,113.96851170742649
IPR005545,YCII-related,1.1647108001542662e-12,0.00002401691476997371,5,4.0968597023520394e-12,113.87548908279615
IPR049522,ART-PolyVal-like domain,1.2584245474736293e-12,3.2701602700187416e-6,3,4.421163831847112e-12,113.54463391461724
IPR003797,DegV,1.3150049435918154e-12,0.0008863742607293422,49,4.6143855782355395e-12,113.35886118635128
IPR003852,"Signal transduction histidine kinase, osmosensitive K+ channel sensor, N-terminal",1.403917178465302e-12,0.00012775068726974856,10,4.920459726448102e-12,113.07994318506586
IPR045738,Protein of unknown function DUF6088,1.5296218399711487e-12,3.377378639527553e-6,3,5.354594580259147e-12,112.7127340591928
IPR013747,"Beta-ketoacyl-[acyl-carrier-protein] synthase III, C-terminal",2.018575651443904e-12,0.000338756438463089,19,7.057753716559262e-12,111.51333500609866
IPR045535,"Thoeris protein ThsA, Macro domain",2.026575676705925e-12,3.53820619379077e-6,3,7.077239129670032e-12,111.5013612996467
IPR043714,Domain of unknown function DUF5655,2.044222781747173e-12,0.00001195484820023245,4,7.1303273104961195e-12,111.46890533839624
IPR003897,Clostridium enterotoxin,2.6513491131653132e-12,3.6990337480539866e-6,3,9.236958200704962e-12,110.3447102165204
IPR013751,"Beta-ketoacyl-[acyl-carrier-protein] synthase III, N-terminal",2.7091462232067276e-12,0.0003417049436245813,19,9.427052967626275e-12,110.25624052748513
IPR003667,NqrDE/RnfAE,2.8592610762767794e-12,0.00004390592231385819,6,9.937551011231334e-12,110.02720629018299
IPR049240,Domain of unknown function DUF6875,2.9572853868283422e-12,3.752642932808392e-7,2,1.0266004985704102e-11,109.88598529159296
IPR033403,Domain of unknown function DUF5110,3.0864171380857174e-12,0.00008647161500885624,8,1.0701536711840608e-11,109.70553854319185
IPR011614,Catalase core domain,3.2443611515776636e-12,0.0002522848234542328,15,1.1235816054632384e-11,109.49395379394993
IPR006741,Accessory gene regulator B,3.2713885953631836e-12,0.00018125265365464535,12,1.1315977632359482e-11,109.4630791965906
IPR014017,"UvrD-like DNA helicase, C-terminal",3.32667066740434e-12,0.0008016717488173814,43,1.1493568324823526e-11,109.39545118118247
